epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,2045.1,0.81098,1.2204,1.96162,0.99422,0.98905,0.99434,0.92466,0.57096,0.69742,1.65797,0.0071785,0.0071785,0.0071785
59,2086.62,0.8058,1.20412,1.95156,0.9952,0.98809,0.99438,0.93416,0.54131,0.69124,1.65107,0.007129,0.007129,0.007129
60,2128.07,0.81693,1.23521,1.96303,0.99284,0.98989,0.9943,0.93466,0.52221,0.68784,1.64814,0.0070795,0.0070795,0.0070795
61,2169.18,0.80186,1.2067,1.95679,0.99238,0.98729,0.99407,0.94057,0.49831,0.67643,1.64077,0.00703,0.00703,0.00703
62,2210.43,0.79776,1.21753,1.95009,0.99369,0.98725,0.9942,0.94333,0.48839,0.67665,1.63795,0.0069805,0.0069805,0.0069805
63,2251.95,0.79955,1.20133,1.94547,0.99401,0.98848,0.99437,0.94207,0.50424,0.66995,1.63858,0.006931,0.006931,0.006931
64,2293.78,0.78927,1.18905,1.94931,0.9947,0.98824,0.99438,0.9433,0.49498,0.66749,1.63613,0.0068815,0.0068815,0.0068815
65,2335.29,0.78956,1.18478,1.94058,0.9945,0.98577,0.99433,0.9468,0.48509,0.68307,1.63401,0.006832,0.006832,0.006832
66,2376.73,0.78592,1.17975,1.94227,0.99563,0.98613,0.99434,0.94927,0.47842,0.66842,1.63074,0.0067825,0.0067825,0.0067825
67,2418.04,0.79087,1.1983,1.94784,0.99484,0.98719,0.99436,0.95111,0.47607,0.66212,1.63041,0.006733,0.006733,0.006733
68,2459.18,0.78119,1.18309,1.93994,0.99424,0.98995,0.99442,0.95236,0.47058,0.6579,1.63065,0.0066835,0.0066835,0.0066835
69,2500.51,0.77279,1.17008,1.92917,0.99462,0.98799,0.99446,0.95308,0.45728,0.64629,1.62672,0.006634,0.006634,0.006634
70,2541.78,0.79143,1.18325,1.94764,0.99433,0.98917,0.99438,0.95166,0.45766,0.64274,1.62594,0.0065845,0.0065845,0.0065845
71,2582.81,0.77803,1.1719,1.93715,0.99285,0.99081,0.99442,0.95142,0.46445,0.64174,1.62702,0.006535,0.006535,0.006535
72,2624.35,0.78085,1.17006,1.94335,0.99631,0.98853,0.99443,0.95028,0.4777,0.64322,1.62911,0.0064855,0.0064855,0.0064855
73,2666.16,0.77325,1.16518,1.93885,0.9964,0.98841,0.99407,0.95109,0.4744,0.64105,1.62936,0.006436,0.006436,0.006436
74,2708.11,0.76874,1.14806,1.93434,0.99607,0.98965,0.99447,0.95193,0.4706,0.63503,1.62853,0.0063865,0.0063865,0.0063865
75,2750.2,0.77114,1.16236,1.93506,0.99563,0.99,0.99451,0.95298,0.46777,0.6286,1.62699,0.006337,0.006337,0.006337
76,2792.13,0.76966,1.16216,1.93383,0.99562,0.99076,0.99456,0.9545,0.45783,0.62061,1.62481,0.0062875,0.0062875,0.0062875
77,2832.81,0.76352,1.1487,1.92337,0.99572,0.99042,0.9945,0.95594,0.45352,0.61666,1.6231,0.006238,0.006238,0.006238
