epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,2258.39,0.5305,1.124,1.74807,0.99627,0.99314,0.9945,0.98481,0.28944,0.5541,1.56261,0.00582435,0.00582435,0.00582435
92,2286.3,0.53472,1.12686,1.75183,0.99642,0.99308,0.9945,0.98499,0.28902,0.55082,1.56277,0.00574746,0.00574746,0.00574746
93,2314.28,0.53738,1.12988,1.74968,0.99631,0.99259,0.99449,0.98498,0.28941,0.55283,1.5626,0.0056704,0.0056704,0.0056704
94,2342.26,0.53841,1.1288,1.7553,0.99655,0.99303,0.99472,0.98481,0.28875,0.55191,1.56273,0.00559318,0.00559318,0.00559318
95,2370.55,0.53622,1.12764,1.7517,0.99642,0.99266,0.9947,0.98515,0.28817,0.54879,1.56244,0.00551584,0.00551584,0.00551584
96,2399.28,0.53532,1.12111,1.74704,0.99577,0.99248,0.9947,0.98523,0.28758,0.5488,1.56217,0.00543837,0.00543837,0.00543837
97,2427.26,0.53145,1.11938,1.75212,0.99657,0.99406,0.99473,0.98542,0.28778,0.54674,1.56223,0.00536081,0.00536081,0.00536081
98,2455.19,0.52728,1.10171,1.74582,0.99622,0.99412,0.99473,0.98537,0.28814,0.54462,1.56286,0.00528318,0.00528318,0.00528318
99,2483.42,0.53246,1.10864,1.74812,0.99524,0.99448,0.99472,0.98544,0.28805,0.54376,1.56275,0.00520548,0.00520548,0.00520548
100,2511.39,0.52578,1.09693,1.74312,0.99597,0.99407,0.99473,0.98551,0.2877,0.54615,1.5623,0.00512775,0.00512775,0.00512775
101,2539.24,0.52649,1.09325,1.74207,0.99591,0.99306,0.99473,0.98548,0.28713,0.54372,1.56218,0.00505,0.00505,0.00505
102,2567.14,0.5305,1.10357,1.74763,0.99596,0.99426,0.99473,0.98571,0.28723,0.54419,1.562,0.00497225,0.00497225,0.00497225
103,2595.08,0.51967,1.08318,1.73786,0.99613,0.99373,0.99473,0.98555,0.28703,0.54189,1.56197,0.00489452,0.00489452,0.00489452
104,2623.07,0.52523,1.09,1.7449,0.99658,0.99372,0.99474,0.98545,0.2867,0.54166,1.56191,0.00481682,0.00481682,0.00481682
105,2650.84,0.52123,1.07564,1.74159,0.99641,0.99442,0.99474,0.98535,0.28728,0.53966,1.56221,0.00473919,0.00473919,0.00473919
106,2678.84,0.52434,1.08475,1.74491,0.99637,0.99449,0.99474,0.98545,0.28717,0.53792,1.56219,0.00466163,0.00466163,0.00466163
107,2706.84,0.52218,1.07559,1.74334,0.99653,0.99352,0.99474,0.9858,0.28701,0.53635,1.56244,0.00458416,0.00458416,0.00458416
108,2734.75,0.51488,1.06006,1.74022,0.99646,0.99356,0.99474,0.98588,0.28694,0.53521,1.56228,0.00450682,0.00450682,0.00450682
109,2762.56,0.51903,1.06744,1.7444,0.99635,0.99376,0.99476,0.98596,0.28677,0.53385,1.56236,0.0044296,0.0044296,0.0044296
110,2790.54,0.5144,1.05817,1.73751,0.99636,0.99389,0.99475,0.98589,0.28698,0.53585,1.56253,0.00435254,0.00435254,0.00435254
111,2818.77,0.5171,1.06771,1.73703,0.99611,0.99445,0.99474,0.98607,0.28662,0.5348,1.56256,0.00427565,0.00427565,0.00427565
112,2846.62,0.51759,1.06297,1.73811,0.99611,0.9944,0.99475,0.98601,0.28629,0.53518,1.56236,0.00419895,0.00419895,0.00419895
113,2874.53,0.51501,1.05372,1.74009,0.99569,0.99433,0.99475,0.98607,0.28624,0.53389,1.56223,0.00412246,0.00412246,0.00412246
114,2902.72,0.51058,1.04218,1.73743,0.99574,0.99435,0.99475,0.98609,0.28626,0.53416,1.5623,0.0040462,0.0040462,0.0040462
115,2930.69,0.50424,1.02609,1.73612,0.996,0.99469,0.99475,0.98604,0.28637,0.53376,1.56228,0.00397019,0.00397019,0.00397019
116,2958.56,0.51132,1.04107,1.73459,0.99602,0.99469,0.99475,0.98594,0.28659,0.53213,1.56232,0.00389445,0.00389445,0.00389445
117,2986.7,0.50578,1.03257,1.73661,0.99603,0.99466,0.99475,0.98615,0.28617,0.53236,1.56221,0.00381899,0.00381899,0.00381899
118,3014.58,0.50794,1.03995,1.73283,0.99602,0.99466,0.99475,0.98611,0.28611,0.53065,1.56212,0.00374383,0.00374383,0.00374383
119,3042.52,0.50263,1.03463,1.7309,0.99603,0.99466,0.99476,0.98631,0.2861,0.53131,1.56182,0.00366899,0.00366899,0.00366899
120,3070.28,0.50575,1.02924,1.73232,0.99638,0.99507,0.99478,0.98608,0.286,0.53183,1.56184,0.0035945,0.0035945,0.0035945
121,3098.13,0.5049,1.0221,1.73566,0.99634,0.9951,0.99478,0.98611,0.28569,0.53248,1.56168,0.00352037,0.00352037,0.00352037
122,3125.99,0.50156,1.01568,1.73212,0.99635,0.9951,0.99478,0.98596,0.28559,0.53258,1.56165,0.00344661,0.00344661,0.00344661
123,3154.24,0.50327,1.01042,1.72895,0.99634,0.9951,0.99478,0.98599,0.2854,0.53029,1.56147,0.00337325,0.00337325,0.00337325
