epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,3447.7,0.8802,1.68593,1.98862,0.99399,0.99079,0.99477,0.93504,0.5472,0.86773,1.62815,0.00427565,0.00427565,0.00427565
112,3478.16,0.87323,1.66527,1.98556,0.99489,0.99065,0.99464,0.93617,0.54467,0.86519,1.62732,0.00419895,0.00419895,0.00419895
113,3508.74,0.87117,1.67266,1.9846,0.99478,0.99026,0.99466,0.9366,0.54408,0.86259,1.62704,0.00412246,0.00412246,0.00412246
114,3539.49,0.8705,1.66168,1.98441,0.99488,0.99019,0.99452,0.93638,0.543,0.86135,1.62655,0.0040462,0.0040462,0.0040462
115,3570.53,0.86488,1.66114,1.98275,0.99476,0.99008,0.99452,0.93715,0.54015,0.859,1.62586,0.00397019,0.00397019,0.00397019
116,3601.04,0.86663,1.66216,1.97915,0.99437,0.99041,0.99453,0.93798,0.53944,0.85783,1.6255,0.00389445,0.00389445,0.00389445
117,3631.85,0.8634,1.65348,1.9811,0.99466,0.99049,0.99453,0.93748,0.5398,0.8571,1.62547,0.00381899,0.00381899,0.00381899
118,3662.73,0.86489,1.63659,1.98079,0.99474,0.99056,0.99454,0.93831,0.53795,0.8558,1.62495,0.00374383,0.00374383,0.00374383
119,3693.42,0.85873,1.65757,1.98156,0.99514,0.99095,0.99454,0.93842,0.53775,0.85388,1.62484,0.00366899,0.00366899,0.00366899
120,3724.24,0.85712,1.63584,1.98075,0.99512,0.99106,0.99454,0.93826,0.53712,0.85198,1.62471,0.0035945,0.0035945,0.0035945
121,3754.68,0.85159,1.63847,1.97361,0.99548,0.99105,0.99454,0.93911,0.53501,0.84989,1.62395,0.00352037,0.00352037,0.00352037
122,3785.23,0.84626,1.61888,1.97222,0.99548,0.99107,0.99455,0.93969,0.53298,0.8477,1.62352,0.00344661,0.00344661,0.00344661
123,3816.14,0.84066,1.60788,1.96501,0.99562,0.991,0.99455,0.93999,0.53071,0.84494,1.6229,0.00337325,0.00337325,0.00337325
124,3846.68,0.8421,1.62484,1.96769,0.99488,0.99099,0.99454,0.9399,0.52889,0.84385,1.62222,0.0033003,0.0033003,0.0033003
125,3877.2,0.84268,1.60512,1.97029,0.99456,0.99119,0.99455,0.94042,0.52797,0.84211,1.62192,0.00322778,0.00322778,0.00322778
126,3908.13,0.83839,1.60217,1.96389,0.99445,0.99119,0.99456,0.94098,0.52714,0.84245,1.62159,0.00315572,0.00315572,0.00315572
127,3938.93,0.84067,1.61273,1.96571,0.99476,0.9912,0.99458,0.94126,0.52501,0.84059,1.62094,0.00308412,0.00308412,0.00308412
128,3969.96,0.84221,1.59697,1.96689,0.99469,0.99121,0.99456,0.94218,0.52358,0.83919,1.62061,0.003013,0.003013,0.003013
129,4000.77,0.83464,1.60095,1.95744,0.99398,0.99134,0.99455,0.94307,0.52173,0.83812,1.62027,0.00294239,0.00294239,0.00294239
130,4031.78,0.82907,1.59122,1.96002,0.99397,0.99132,0.99455,0.94299,0.52115,0.83662,1.62007,0.0028723,0.0028723,0.0028723
131,4062.55,0.82412,1.57785,1.94737,0.99435,0.99132,0.99456,0.94372,0.52085,0.83646,1.61985,0.00280275,0.00280275,0.00280275
132,4093.64,0.82888,1.58708,1.95693,0.99455,0.9912,0.99455,0.94438,0.51985,0.83617,1.61947,0.00273375,0.00273375,0.00273375
133,4124.47,0.82646,1.59211,1.95606,0.99461,0.99133,0.99457,0.94477,0.51936,0.83627,1.61927,0.00266532,0.00266532,0.00266532
134,4156.11,0.82687,1.58561,1.95401,0.99449,0.99123,0.99457,0.94401,0.5192,0.83555,1.61893,0.00259748,0.00259748,0.00259748
135,4187.8,0.82514,1.58101,1.95469,0.99461,0.99134,0.99457,0.94425,0.51915,0.83582,1.61882,0.00253024,0.00253024,0.00253024
136,4219.85,0.8196,1.57049,1.95269,0.99467,0.99104,0.99457,0.94491,0.51834,0.83524,1.61858,0.00246363,0.00246363,0.00246363
137,4251.82,0.82278,1.57842,1.95885,0.99511,0.99112,0.99457,0.94515,0.51841,0.83583,1.61838,0.00239766,0.00239766,0.00239766
138,4284.08,0.81464,1.55232,1.94818,0.99546,0.99113,0.99458,0.94497,0.51801,0.83546,1.61809,0.00233234,0.00233234,0.00233234
139,4315.98,0.81445,1.55254,1.94951,0.99549,0.99112,0.99458,0.94515,0.51831,0.83512,1.61792,0.00226769,0.00226769,0.00226769
140,4347.86,0.81198,1.5623,1.94578,0.99513,0.99112,0.99458,0.94571,0.51812,0.83408,1.61772,0.00220372,0.00220372,0.00220372
141,4380.09,0.81012,1.54316,1.95116,0.99512,0.99114,0.99458,0.94517,0.5198,0.83496,1.61784,0.00214046,0.00214046,0.00214046
142,4412.35,0.81057,1.55051,1.94351,0.99613,0.99115,0.99459,0.94509,0.51967,0.83471,1.61772,0.00207792,0.00207792,0.00207792
143,4444.2,0.79993,1.53767,1.93844,0.99579,0.99114,0.99459,0.94478,0.52011,0.83426,1.61775,0.00201611,0.00201611,0.00201611
144,4476.17,0.80977,1.54635,1.94338,0.99578,0.99115,0.99458,0.94503,0.51974,0.83379,1.6176,0.00195505,0.00195505,0.00195505
145,4507.85,0.80354,1.53139,1.93729,0.99552,0.99152,0.9947,0.94454,0.51981,0.8337,1.61746,0.00189475,0.00189475,0.00189475
146,4539.66,0.79772,1.51071,1.93452,0.99511,0.99119,0.99458,0.94544,0.51932,0.8337,1.61713,0.00183523,0.00183523,0.00183523
147,4571.44,0.79687,1.51718,1.93704,0.99594,0.9913,0.99459,0.94494,0.51923,0.83228,1.61693,0.00177651,0.00177651,0.00177651
148,4603.12,0.79516,1.5225,1.94297,0.99588,0.99138,0.99459,0.94567,0.51849,0.83125,1.61683,0.00171859,0.00171859,0.00171859
149,4634.68,0.79409,1.50767,1.94231,0.99549,0.9914,0.99459,0.94632,0.51778,0.83085,1.61659,0.00166149,0.00166149,0.00166149
150,4666.55,0.78292,1.49863,1.92991,0.99551,0.99143,0.99459,0.94599,0.51796,0.83008,1.61669,0.00160523,0.00160523,0.00160523
151,4698.22,0.79631,1.51754,1.93532,0.99634,0.99115,0.9947,0.94644,0.51754,0.82895,1.61655,0.00154982,0.00154982,0.00154982
152,4730.08,0.78103,1.49545,1.92848,0.99592,0.99081,0.99459,0.94666,0.51656,0.82881,1.61629,0.00149527,0.00149527,0.00149527
153,4762.03,0.78423,1.49149,1.93435,0.9949,0.99195,0.99461,0.94666,0.51583,0.82801,1.61607,0.00144161,0.00144161,0.00144161
154,4793.67,0.78748,1.49938,1.92811,0.99505,0.99185,0.99461,0.94676,0.51609,0.82758,1.6159,0.00138883,0.00138883,0.00138883
155,4825.44,0.77451,1.4684,1.92182,0.99556,0.99235,0.99474,0.94764,0.51454,0.8269,1.61553,0.00133695,0.00133695,0.00133695
156,4857.62,0.77654,1.46921,1.92492,0.99567,0.99226,0.99474,0.94726,0.51417,0.82696,1.6153,0.00128599,0.00128599,0.00128599
157,4889.73,0.77898,1.47206,1.92286,0.99563,0.99311,0.99475,0.94814,0.51332,0.82691,1.61504,0.00123596,0.00123596,0.00123596
158,4921.61,0.7728,1.48492,1.92612,0.99531,0.99309,0.99475,0.94779,0.51303,0.82767,1.61485,0.00118687,0.00118687,0.00118687
159,4953.89,0.76486,1.45964,1.92107,0.99566,0.99232,0.99475,0.94785,0.51245,0.82724,1.61464,0.00113873,0.00113873,0.00113873
160,4985.96,0.77462,1.48052,1.92423,0.99565,0.99233,0.99474,0.94792,0.51143,0.82651,1.6142,0.00109156,0.00109156,0.00109156
161,5018.03,0.77124,1.4734,1.92023,0.99564,0.99235,0.99475,0.94804,0.51074,0.82591,1.61389,0.00104537,0.00104537,0.00104537
162,5050.22,0.77226,1.46955,1.92451,0.9952,0.99217,0.99474,0.94807,0.5098,0.82413,1.61357,0.00100016,0.00100016,0.00100016
163,5082.16,0.75262,1.43173,1.9085,0.99522,0.9922,0.99475,0.94842,0.50803,0.82341,1.61303,0.000955951,0.000955951,0.000955951
164,5113.92,0.77587,1.473,1.92673,0.99523,0.9922,0.99475,0.9488,0.50738,0.82333,1.61277,0.000912754,0.000912754,0.000912754
165,5145.77,0.76575,1.46006,1.92331,0.99522,0.99221,0.99475,0.94919,0.50672,0.82095,1.61258,0.000870577,0.000870577,0.000870577
166,5177.53,0.75739,1.44461,1.91713,0.99522,0.99221,0.99475,0.94893,0.50592,0.82074,1.61242,0.000829431,0.000829431,0.000829431
167,5209.24,0.75788,1.4409,1.91574,0.99522,0.99222,0.99475,0.94943,0.50483,0.81958,1.61187,0.000789327,0.000789327,0.000789327
168,5241.15,0.75062,1.43958,1.90762,0.996,0.9916,0.99475,0.94934,0.5039,0.81855,1.61166,0.000750274,0.000750274,0.000750274
169,5272.81,0.75262,1.4262,1.91197,0.99603,0.99162,0.99475,0.94975,0.50271,0.8174,1.61131,0.000712282,0.000712282,0.000712282
170,5304.58,0.75259,1.43606,1.91257,0.99634,0.99191,0.99475,0.94908,0.50261,0.81696,1.61121,0.00067536,0.00067536,0.00067536
171,5336.24,0.75013,1.43481,1.91297,0.99631,0.99194,0.99474,0.94949,0.50185,0.81758,1.61105,0.000639518,0.000639518,0.000639518
172,5367.83,0.74521,1.44167,1.91088,0.99629,0.99197,0.99474,0.95,0.50095,0.81597,1.61075,0.000604763,0.000604763,0.000604763
173,5399.44,0.74577,1.42022,1.90919,0.99625,0.99201,0.99474,0.94991,0.50004,0.81476,1.61046,0.000571106,0.000571106,0.000571106
174,5431.37,0.7513,1.43086,1.91112,0.99628,0.99206,0.99474,0.95029,0.49938,0.81408,1.61025,0.000538554,0.000538554,0.000538554
175,5462.91,0.74895,1.42912,1.90841,0.99619,0.99211,0.99474,0.95051,0.49848,0.81417,1.61004,0.000507115,0.000507115,0.000507115
176,5494.59,0.75147,1.42747,1.90955,0.99642,0.99218,0.99475,0.94993,0.49754,0.81297,1.60982,0.000476796,0.000476796,0.000476796
177,5526.22,0.74304,1.42054,1.90639,0.99675,0.99179,0.99476,0.95063,0.4963,0.81228,1.60961,0.000447606,0.000447606,0.000447606
178,5557.81,0.74269,1.42256,1.90908,0.99676,0.99178,0.99476,0.95108,0.49525,0.81242,1.60938,0.000419552,0.000419552,0.000419552
179,5589.24,0.74795,1.42782,1.90867,0.99676,0.99178,0.99476,0.95119,0.49407,0.8111,1.60907,0.00039264,0.00039264,0.00039264
180,5621.15,0.74008,1.41767,1.90366,0.99677,0.99181,0.99476,0.95087,0.49323,0.81043,1.60872,0.000366877,0.000366877,0.000366877
